address,microstx
176qqWgCDhdXiGQk1ZzSybk4cjASPFC8Hy,45138708337
176squ4ftx6vMnfTBcYgGmkhqUcHNXsyPG,3580644445
176zVDe8h4YPpu4fimbtQ4YXNj5aX5YSjw,6575098055560
1773mixwrNX4NMZ1XareyKLFTX1p4XTAVL,111111112
177WWUwm7UsHRcUDuSK1AGZettRKCYXSB4,21440791671
177a8gHgExyAgopkSzS13NGgz2tX94dCrh,2820000000
177kzqskvfg2CGT3edMwpdG3qatkUoZbSe,10003
177sAsgCguqXnsAriwFhMhqcgm6FuNKBvj,138888889
1781TVcxi49cCJE22hVDj2nKg9K6a13hRZ,1575988889
1781icJw8zzUWtWNL9dBPWCxdybnkEhovN,178815973
178F5psHoBoG5HwjoiTjWJkXVznV75aKgn,104579862
178UMJL4Rb3KRdUtqCcn6Xj8ehfCJ5JG5W,1041704167
178g7FdCVaQdPN8qxcJSNN5C6v4ixZorrz,33197125000
178pyBkRD9y4ZPDEUwugvQMZJzXcC9gogy,28070834
179dVz8S9YakW5uEEun3CMcg2SiN49B5V4,13954167
17AJegHNoSVMdsmVitPdrNkM5Wrm9MFQAc,1101147223
17AMsmkrXBEN3XzPP7DTGpLKigpgiZ6kpd,17158375000
17APDbfHdzqYxwPMbWbHoHXRNaqfp5z73s,399986112
17AXJj5DGLfMNLLmVruW8v5NKcBYTkjYRN,138018056
17BDCLzLi9ogttmyqZHyyfhamGRx8Gcui1,277777778
17BFTTfxkopxUi6YzJY7WP8AV9y4yDP5x2,1041666667
17BJgKq2sNh6iz8xsPqwCy7zq8vgkV9fQa,69087500
17Bk4dCNJX143XS15k9qwoTV5iDKdczFZE,0
17BrPaMydV7VEZZK76gE61iqG46YJgeHUb,13888889
17C5DmUJTjtkxAGiKHUpq8QAku31JqayiX,1462054167
17CLN8JDuEzS9r3GLXMM64GpHghuUKD3Qr,22569625000
17CPXfTS1hYFBHUKrwiDbTUAFNf6DdA82j,416761112
17CPYeEp8TQEJy3MBniheNxykqGiW65sxM,0
17CSbXuRf7doyMmSWG1Fo5ahvsj5VqDrpP,20833334
17CbpZgBKmVjppjC2ZHikjCVUs9EkeTXyb,1041666667
17Cqm5vVtguuNRRHkC864nhMe67S1utY6T,69444445
17DYt1N95ojfe5zv3gh7UTxuwt4JVFiifL,1047551389
17DmpH5CUXPZq93tFGMo6ZK1BYpB2oM5ib,416666667
17DoAcxqSaVPF5iksvU4F4jVX9Yj5aHX7Y,34722223
17DzP6v6tyE2QEvZivPGjKh4QQkEA1bz5c,180605556
17EQkZdehrSp3Vxj6pr4FDuHpRUBFgVsRc,0
17ESVGsuALsoY6gFnmx2gUscPd8QbarYSR,1041666667
17EVt3a9Uo4qCdnkZ4fAxcnpo2fCbYm8mn,13888889
17EdJSNvsJLMBhRuYCbabmHPucsGng7h1h,347222223
17Eg8iseiEma8sSsmALERX9KYg597Dfq23,13986112
17EjxpUeJuwz3SFpifdTU8q1s78iFrMXRw,13870834
17Ex2nGqdigxS1URMaUK5ouczat9obzFWB,1042276389
17ExjdM5RhWhqrAqspBq6bbwXRccxSVxSg,136418056
17FA6A1YmJHB8Rn8SURw5z8nPMmtePkTEP,427069445
17FLrrE258uTr92mXUae9R3bnNYUvyp6tC,277777778
17FTaM3Q8zZpWywcQjzydu3RaCkJaFhbxK,41666667
17FVEhQTW6bDagi6yEa4PVoVSGsBfKg5cE,138888889
17FZTyHHEWYuPkebkts16dekCEScjBFMH1,1041256945
17Fpmvm55wHUYJiVXPbz8qDcYYd74fbUmp,69408334
17G6mBobGYoAFh1SDjftGVgMGy5Qvd2YYW,22569625000
17GUuRWs4Vefc2pqVbfKJBCCYjdVnLx4Ph,274737500
17GXZALivhQ1nyB32zR86tJkEksYVB6712,33837500
17GuPtiddFsV968fzaY3FUHCzcU9LiFft8,14093056
17HB9FU6M66Ty2FCQb9MxLER3yiLqdn1U7,694444445
17HQQyztCnkfFPy8qrSBeZMZj879EPoAxJ,1040375000
17HaYyA5VLshDBDgHhT3DDs4jQhxE14y6v,1036329862
17HisNuGdyskJ3ZCwDjbyxLZAxnv4BApa5,1040197917
17KUfHxMFygVUfcZbQkm3gH7wtvTeR9qky,1315570834
17KdqbTxAxYA5u3cMJPtchcFiwVWpsPcm,0
17KxTYz2PoG7ALDj1LmJsNEJSRxs9cEso,1999998
17M62fqUHtWHPjHXCgNJLkUPfqZ2NR1WUU,85993056
17MkHAGDBE933rh1R1gkLDM1DfTZKdzPvB,1041680556
17MnN6szwmEvKWhbjTzH6WnVPNPLQAY3wD,1041666667
17MqXesLpWixJV4wBrpxCc91rAiuNiGEMe,27901389
17Mu1uXnJPsmb9xoX5toXk3NkvsjvKn87T,34006250000
17MxT4WhgHVCKwdk8XBvhxMY959M5YvamC,13541666671
17NCnaxBTGdskzEVVG9ohbH4QkJe1egAMG,1041666667
17NiHaSAZQNjVaCzBYThWChYxJy176VJo3,1041666667
17Nvd4B2fUrCv42uMxvXkfczYSxxQwqf68,111111112
17P818jqNZxk81oWvrLQUAYSuD81H8rF1c,14438889
17PBBbzi3skU2o9bZjR7xMyWrqVLM2CNAL,1041666667
17PDMGXwXWY2eChNi39dEvPKMh1YPJPr1x,208333334
17PNxyUFHfAbZspG2kSdYwHvrjgSRGnUc9,140119445
17Pk4BA1D62WCf6A9vodGZPw9xHdUxRnJr,7223000000
17PmSzErai7MRpiX8t6Kn95qSzXgk7h7CM,45138708337
17PnedZ2ydtvUZK5Rgs9jhizqvvazQo127,27781945
17Q6i1gCpPd4vcNsMjnyFrVjzrZ3sizrwH,864541667
17QAZB29PMkbec18bZVeMSe4U5TuckFKgd,0
17QLqVxaNmPexpDxb4YyyPdeM7NpBh7cnL,0
17QWauUmbUBfiUxzNFrNNE8iHKG7PXMPWW,138888889
17Qq5CsHkt5z9YYnx4Mx7MGWVEMNRmKegF,141529167
17RF6Jx4PUPCX7ypkyA3oMAA4iTvyfukdM,1319448612
17RLL4XaKA6PHVy5T664Cnhn1D68h92AGM,138888889
17RUBj7MrUEM2KadT8JomJfxm1yeKYDsmt,1041666667
17RbQZ6TxFo9p27vmqsewahk1NHVXhcUke,1041668056
17RpJYTVt7eqeBYFrbRM67YUwQym39TZKP,45138708337
17RsAWqq4WHSRw8vkXyYFjcRgHSKfghPVm,696188889
17Ryqn7qzecQaRxBfFkQGF6FfA6eLmGa8h,13560625000
17RzyeD3Xsmy3Rm8a2hsdxftP3bqZNJbfs,20511112
17StANL8N4E752hKRasK9wSEkneBEbA1L9,1267764694447
17T2fNQbyyV5Weoe6FmQVVgmdPZC1KupbW,13659723
17T48kWyx2A7viVRnKNmFvA4b7Dc9VKTAQ,138888889
17T4SuacDs2PMiHmez6CwDsGvfsBJpFxt7,41661112
17T5e7sDoQjkMrCNR9WQC67wDnXfxmmrx7,41625000
17TJUD3vy9wASz8iyMQfhdaz2R4Vd6xRPG,0
17TbLtQxF2NfLmfg4RQzuzi6kkUUMxdXs,13925000
17Tcrq9pVfCozQPhakmjWzYQgmD78JJHf5,138888889
17TdegYftBVoDf1DPMeNaMjcFitycwxaaS,27572223
17UELNiK5M5UTmQJPuw4ozNFy2QNkR3t6L,138415278
17UK6pwaEhFu8YxJfRV5GVqQ2NUdKjJyC8,556911112
17UkSwsMaeMEQ7M1GdJ82aM9Fc8Bs8TTZc,55794445
17UxtH36S3AFM3odE8MQepqMFhNR1sKUWb,17151415305557
17VYZNtDTwb1qdwGs9BkFqMQNsLPvE4Sv8,214409541671
17VjQywPMuuyE7T4vXPuPiW7BEVryj5dHK,696316667
17WBncpwfebuMux8ByGo9a49TziuPWp464,1041680556
17WPkbdhJzFBSmKdR1odUnf1meQQLBBZZV,1042281945
17Wr4nWAegL29RGiPTv2Lh19RBcKaut1W1,139106945
17Wtw7ZvjCGdtHgmuHLRouDVezj8YfptmD,53815666671
17X9enDCwNnYgNWVCGkUhTuz6fPjZuTene,22576666671
17XWAPF4Q9Pom9XCbHuJsYAeL2id6k6KUb,41666667
17XbdVFDwhmdS9H3UvzYRUmhm5ze9iwxcq,13888889
17XgnKDPbcX78pEhrovyFzt1X4xJ4777NW,14163889
17XnzEyp9mpNFR5JebY6mg1bXsh161CVDt,138841667
17XvTZf6SUW7DSBbCzafjCTnW5tLEHmFMU,147231945
17Xvck9jvKk7daK4G83TX3cqsZFFxNyP1e,67490041671
17XxBBGJAiszkcFD5uuLFdCq3nTUuLoLLt,77218238
17Y3VBqr9GZThagwi3yLDCcz8sE4ddykbd,20833334
17Y8F2Lr8G7R6M8JwHYoeUuDZJCLAPz45G,1346241667
17YEXBLAPFurmvDNxx1KZjKeG1UvMNn5Pn,132000000
17YG2YBbeuFsqCN2tNzSXR91EGikokKsYh,13888889
17Yovyi4q1imcUjUvgUnAq3BLsnxaPcRF8,41666667
17YuPGg64HrUgyz4avfAxPmU5RRqUpJK8f,22569625000
17ZtYQSkgPXEx62ggXUHTQCYrZF7sC8uWj,1022298612
17Zx5CkjEeAyBxs5TJjzkFmbAy6xPcKdKx,41925000
17ZzRYR51Vm7Ji5TDZDxWCVQhq17A3G8CN,45245958337
17aCkKhDL8x9A8Fd2NTyBWtfZ5gdpJWLKH,500333337
17ae3rKwXpPqvxDra5sCamBePc8WP23TgM,270863666671
17agSLMi1kamGUsJmpVnvXJtUfX6pp1KeC,694444445
17atP9Jj1ZAZxLCCZ83FTRYEzr18ppyM9M,13541666671
17b14Rg2pXAwaYAETEjg8SYboUNvYvZoN8,41666667
17b5gEu3VqFL64g5JkUXrJ6hV477BBsF8z,138888889
17b5zAfn7rktANfXoNEr58t7TnhppTLmaF,27777778
17bAVaczsYpPnuvwNM8QPC3tnjbZXE57tv,69468056
17bRMQ5rNdC3pp1tDSFmSufdqSBWuifpEm,2013888889
17bRXqB5B3WrPYvntJt5EPMf8dkyLsBnJQ,22537125000
17bvz4javMHYWpb1a8jAdJPyrFZDKiDjAj,342075000
17byhhb7yze2Ggo7VRZxJrv2HAR2bZqSoG,82534723
17cpR553SKanL1R9zGjUETi8k8KD5EQ2M1,1247302778
17d7DGkLckkK5sVfgupfYBkv5PDQpQoVXC,738894
17dBDkmvWpdYKdBs3b8uui5dzQXuon4igC,13059723
17dHTRLoGk6kc6Uo16ezdWfPXyP2Xqba8C,102113375000
17dLsQrs6vTc2nTzaLYsDrn6GHYxLgvstQ,992240278
17dNBh2WV7zobwCDiqJQkZnw5gyRcvey48,52083334
17dcA6qKvMBHHCRmQhYARmTo31DDnBYLWy,0
17eFayh1RTiUFJCVzaomeqcZc3vB5wwGLp,0
17eHewjERJv5xYZ1epHPzdJNEEh6t1P9nk,13541666671
17eJdbqzcKFtSiT8unudkrc2Ag6xwVp8ay,2285805556
17eVrQqU42YhjMWBSLbs22ReSwa7MJTB8i,1041250000
17ea7wTcvSCbF7riS34eM8B1f8yezZB428,69444445
17enRL3zBtG2tMjGW5HZfiiFz7bSCxTDLW,27841667
17evvraovAAy7CM3v4cz5HT9r29bzcuESt,1044216667
17fE62RzRYK2k4hdgCphhQggEFFk1dnbsq,1043741667
17fbrfD6KjxAPjJCxBgDC35aqZPxAMU2ua,138958334
17fmEbykpoatYBFJdrvuwC2nAYVEkRwRFC,164619445
17fs17Uccxt2kuYuTf8jmDJ9HN4EGbrLuN,4040170834
17fuLDgA2uozA8QZTzy8yrRzf9eTw3fwCd,1041666667
17g3zn4Qij5duXd565xHTN3SCDMMVMkPuk,33854166671
17gAZj1i4y8xUDsq8MYgyw9CPX11SVbA9c,138888889
17gDtt5XKPhekmHDTZ2G8q4JYaTaKjyXhn,1108619445
17gGqEYY5oZ1xDkxyscnPYpYSk52RD885P,203486833337
17gUg2w7PRSMGLLmTjRva3TMb1jRztH7vd,286000000
17gVKFEkEZGKX2eQhzC1D49yfZZfPHhWvJ,60000000
17gZxDaox8kYzw45ovr8VsBTitpbDxaQL9,136904167
17gmzmXPuZ9Pbf3EqWpkibjrRGUSBTdBY1,1041354167
17gtN14rhCrTGCfyrHXqC9oDsVwRssBeZQ,1041905556
17gxp5EvfaZhBy9pQqVpe9c5Cp3NZoCCq4,72912384714
17h5i1QTz4UKQwj6gYJRsKAJpd3wG9xvmh,1041666667
17hFbBahreLynu7kq8kMc7sUCcefxqS6qA,22527375000
17hKfddSTnuQVj4Fmru9YextoafkX6g5vs,13643056
17hTtH1HqWFjkHVd7egKqD1MLayFefx9R3,1042134723
17hs26pgqDvdhYuxU6xv8wQo4EBS283QnJ,416666667
17hyJH9wEzka3tTqnP1hGUviYtGm3EDcRT,520833334
17i2QK3w8tM1199qv5SYeqB3KvHEc1fM7C,35063889
17iC428o9wFPa26Zz5zy5evQ2L5gfFkwy2,0
17iDW7orTPbboci9bTyQiWMAmhEW2fa1z,14942958337
17iVfVPx9DSN4pnkp9wdxZbpTzwrvEdTsj,6944444445
17iye1dxaFsWEqdHtVYe3CQ1qLBpYJJsnj,527333334
17j9idFbiK7gffToA1Dh4uPjYE18wk1vm4,229360083337
17jLxJ5xZYfRJ8YohLteFimzHDjE7WtpKg,138820834
17jRKmf5WyJ4JrTFhmEpSYHog6wjUiYdgW,125000
17jYe1pxLszqsy5fhoCYwu6E3DCJTPRaZ,0
17joDxniUhYmsqpH8uj1zugsVR9UywoYR4,138888889
17mUs9c9YPwyTkxMrriwn9x9eeD9PHtPeq,1041666667
17mcci3fQrJtCG2zBWsFWfiV6aP7eTGqV6,13888889
17mjdLHiqH3GQcyXdERqDN4d9jiMh4yJkn,2881541
17myNS4N66ru6Umj97osgYUKrCCNLyUfwx,0
17nY1WXENw3QvxLvL35iqb13eNB1xQHxfz,1034656250
17nap3a2zUpbRyUo7aQZzt59FjprGUjxya,112122291671
17ne7k9gnL9bMmF8wic6woELuHGHXvBeFm,22569625000
17o84CTrk9bQ6CPrFV5qCaQP2su727tXWn,1319444445
17oQ4PKaV7wTw9mN8NcYRSG36WU3jmDUea,34738889
17oTDbQkQCVKWYfHLSyKHz7MeeyGTXWwfH,1041666667
17oVJw45fCTAGy2A9d2H4wTB1n3Lx1f9pU,0
17oYJDL62RXGdmYFqhMpg2kMRDniWW9Mjk,138888889
17osFwDtju47pKtTkNsqcm9pjK2sJ2ex1t,347222223
17pQF8MRBbEobmEdiJdgmYo9cWsv57obXn,41676389
17paym8KfBrgirqgQMbEiRSTGsb9dL3o8k,1044412500
17pjZ9LEXGDNUvbnhPuwaNkAjzYijHEazf,1026690973
17pycRLi3ZXxbuf86AGpPvjhf4i3MAAH9T,136791667
17qaGKH9QNVR1UPNaJhNb8rBZ3rJv7yfgf,13456625000
17qoXALvGjmu4hd75SfSoBqYbqbx7XQyor,67682333337
17qu3bicZ2Txj8wT9CG4YDSrKjGBubc7cc,1037506945
17r5wqeMXQ5jVtKEE9M23zmVi67UavuLrs,931945
17rkrtmqvSu4iD1fQafC78unpNkUxUANAM,1128472041671
17rpf6TSFtUXPhGjduNah1zspak6Gzg55j,41850000
17s1dQ7LCYds6FkhkxywHVhynk27rgXm87,260269445
17s1zi29jzxJdRufdPMEKw86YcLQvQvZdY,21220834
17sDuLyBsMJFfqP9cDNByiVveXgzLyE3CJ,55572223
17sPQBHUGH6zbK3tLH7kn7LSoQGF9iUjxj,35162500
17sRmjzw8PXVwfSYFj7Co99ioA6tDHtY5h,1054129167
17sTfpGxqdya74UJfDuaaq66WW92zW6RLY,1041675000
17sW6ntA2V5oeesMR5f66AHWP7S68dJ8i1,22569625000
17shoHqSNR81CBcjVxyTX9PWp283A1KAsj,173451389
17tSoaLXHUkYTR3tBZ2cZaG1S1FstggjCL,110400000
17tVkd6Yj1XC3XPHk1Wb2CaSydWWi6PQR4,41023612
17tiFriWGZWB237XnAeVtaJryqudNzt9MN,1782840583341
17tjU5JTFgeCdrgGXh32GGtNMUSX1M39kP,135408541671
17toJ3zT88xf15j1pZR33w9LenNroczEZr,18060791671
17tvkqhhT7vy7186g2eTZ4uhW9sMeanuTL,2001
17txoH5a8qVMM3vZ4aDUzGrND8svYhVCeP,13888889
17u68hWzR7GsYSK6KSCW6JFgK6SZtVUfTL,116944263894
17uW9ZosUHthkPDG7gUGLCaR1qZ8PyCxE5,41666667
17uwRT3MJUA3dZ1KtA9vF4NrqGjzVfuap3,1023243056
17v2FGjjbHze3PN82gGXuSG88Mtbm16YpR,41666667
17v8RqvYEXWANGQ1JCnZk2w3Kvfk771v9t,67205556
17vETwmpjJbjya7BkHF1yMYbUp7ySaHLxf,677083333337
17vUqp7wzVUzepvT32sE8KCygC8dWsHij5,51241667
17ve572uauaEeDGEJpjAEMnw392EXvsqn5,1042090278
17vmbDXxFy1q8RbAZGKjW3AZuoYsbqG5MM,521798612
17vnvn3gAmKQFrhfuSpUWTPBDGdEkj7c8Q,40000
17vrg5r8vjgJw6sBCKShq7LPiEfHZm8HDN,276388889
17wPWXhjBY8z6s9qMRHB48sYe3fv5VVTgf,22569625000
17wZtdiiErNFLjjGjdvnMqPHjUF1RQTPTR,45138708337
17xDecpgVdPxJKfMVpwXFca3oqhyUMTCZY,256945
17xKgckUPVkt7wPk5wijRNAeehzt5JUrZM,159076389
17xKsVf4BPg2FPTFZC78tVfoa3VHziFS1a,40666667
17xUPcu3r3wg3trqWxA9reP6rcpL8aPZhC,2423343056
17xbccmKkMUTc3unf9mGoJVLzhq5neNaDC,1447000000
17xrwYS8FWsaZHyd99cswm4nRGey6uNvnc,277777778
17xx5BGkFSABfz1XzKFDe1tdPV7p19pn3p,980000000
17yGprrVLpwr2H4vXBRqdijmiNFc3f1e74,416666667
17ypYPYVwAKkkRhEcucuqkBnB9zRhhXJLp,1041687500
17ysxWAWx1SQgdR5rsbn4AdsqVd7GHXJqM,90144445
17z6R1d4tTNfX5kgS6wx1iePTkg69UYDkX,277781250
17zPxvmVkZMi5uKJcJbR9iLZ1j9oVk49Tk,1041666667
17zRJ5ND7JF5GsBNu1buAc8Wo2W1g3onuB,1145833334
17zj2CqJjPXKtg7st28xkyoBMN2zBdZGcc,13888889
181FT3tcRsJrvF6fQ3RQdZKufwTYerjNAt,170548612
181igqLRnMeSHZvwec53gnvLwSwkSSwVeX,1035645834
181tS3WrVEhdXpeX4aW7Bpz6YJo39ibfLa,21090875000
1829o526XiQWEvVMa6e4BVRFJdcuNAVLSP,3059943056
182DpZyUiteGKrruag6DWUCLirSydsEUvt,242534723
182LZ5j3JpSx4dH8e6XuQphGFhuPsW2GYu,11212000000
182bqSXjKHuapMSaga7g641RJV3GWWJsk,1019788195
182nSTC212HvD8oyvVBBosgJ3sMZ17nPUZ,44748612
182pqP2hoYiSwtzpCPXMBCDesZsjG9SQNY,59340931949
182suFzqyuZuEnow93AmzcmNZEruWeftst,691366667
182uaAU91jVmqTaMycLxWKbqheFTZmQ7W8,1038284723
18334tRGh6oM9bJAedqyyqpMYuZtv9iLUZ,27777778
183PTw1pSJ8N5Kfr75vEy3BR8NWEiyNmnz,200995976
183fJY3mXjP4EDSgU2XBFQBuaAjNjyYWo1,25000000000
183qGs9irQRPi5sKnppvPWzC1vDpArkES4,3945000
1844619yEuMsZuvmrkRwh7Us5eVcwNxSES,209744445
184Q83V8JXMyMtLkiFAA1eaVVxeDe2TLvr,28043056
184fg3VvgCvFMiACrC3twQeQbp14RVwR5m,27822223
1853NaqdDzXpPdWthwiAu75HoawMDKTZbX,0
18574JNpwvYrKgeSHe4pkxuYRjRpiQv8v8,1043430556
1857g2LakFeoF41KVieYzPaz7mRgemG78g,1448519445
185ojLDNN8Q2u9Djnj7euECKzZ35rpAZQV,22343750000
186699RDKvoxieeSTVnCW6von7WYDiKxPR,45138708337
186DyauzRmGFsXJ7qZd6pVyLYoPXyYCVN6,45138708337
186EffRPUX15SDZtiJa9UsbaudtcTzTByK,1111111112
186LegbEfXEcKXpYqhG6CUdm1K2B4fCHAD,22569625000
186ZnzFMwkF36R69gUFW2t3BNxaDTtAX59,1041666667
186f2DqhgaYLjYA3avvMisFLXivmJuvo4N,178600000
186gnVimpnYZAgjkuZyWgBJymztjgd5Jt8,138411112
186mWjz6KgJsD5odjdSFoTJTnMPvV42SqW,1038555556
186wxPyuQk2KMEX3Nawe82oNdQKsaYEeVt,138829862
186yfVySdPcvU9TQZGZ4ACnDeBJadxhvAc,694444445
1874E1ks9WSu73eXz5hMLAizPDfEvykDNr,76409723
187YjXVumJFzgg7geULxtKWr9W7McP65Ao,120048612
187cwUyxjvKVWgYBAwzpUgsx1Q8QiGYB7x,209753473
187u9syePKPLS51f6yDNJXGpvUCfu6MsCm,13938889
187yn3QT8yHk2ovzKACXsKp7eRdjmuAxuj,69498612
188Qq1k1n1af8YNN9ugwj6rzwkrs1GqdR7,138888889
188a7SuHaHqGt7RbM6k8tPGhfHkVkyXzpq,166787500
188k2m8KuGi4w295hDNmQ1rXjNgtQwKjbM,1043925000
1893XoKQTNSfwxJDJ2sMbTLx6wjEDeFW6f,138888889
189hNTyxAJpt7pRff9f5AgCfS8c5fZF97w,1054016667
189kj3qQ7GsNtoWTvuA6JwWBqQ5vTDeE5e,1319444445
189n6kXX8Ck1UcX43w3GoouY1mE5VvmUJE,138888889
189vz5sSf971KoBCUvwUgS6aS1Cpsbj6Hy,58398612
18AUCXptmr2PahgeQ1asuCrVQZqa2KkZyW,521229167
18B26wWFfK6eA5Cu6xcgwJhocieVfzCmRN,13471250000
18BSRk4a7qbiJZXGAdGqqcMkup5oTFZEAF,22569625000
18BfmkC8jMosR7fpSYeFppT4jePwaDiwtB,1041666667
18BinUz646ko1XGSXtyYjeFQc2794CDp11,13090458337
18Bw36uJaBfzmv3XSW198u15iLVJK5degZ,1971337500
18BwzHcYVCKk9byyxM89AHmZ8H45JzZEKe,1312799222228
18C64YSgFsQENuy9qKWTbNyH6TerdHsfjH,1042063889
18C6GZHyNFTd2hszadbw7ef8dRvBLimU7p,1041666667
18C7qu4XTKMdaH1vAwpndsMpyoRuFaruLD,1128472041671
18CE9ee3Uh56t3UiP9Vhdp6a8xSruzw6RQ,27777778
18CEXuhsyLMoVE2xirZt4yQAXXoDgsKzJw,45138708337
18CP6CkHji1DCM9kXi9YWwRr5f4FtAyPh2,46483713893
18Cn87wTZ4azaQ6rQF8h3pgAxda9FBGzr1,208333334
18CqFDFq7WVyh2KTDFyjoQZ6DbsDuokJzt,0
18D9Fie2fH87MqaimbaYPWeurqmpNRFfcD,55569445
18DSMRfk9AigQQA5NaxK7LtrBaAujpAjoy,291125000
18Dfgn4eDrC5FcEYwJnZi2SC7JUwBdMY6c,120947666671
18DiaFbbzKH9MAjYrUPdYnxbmKP3Ty3v6i,180555375000
18Dvv6RWskR6KhFdrWmrUHPjndt1U4RCC6,115182166671
18EGu7FpYo95195DQoGxWhakKcxqzMkzRK,22569625000
18EHD9HHdjNys422gcmkkWjcnRWwa62z2p,138888889
18EYhkXV1auupR2We2UqtsskE4Jy4krXuB,1041666667
18EqESCS537TUr8YgSQ63kPuzXtJz2rsTK,320936112
18ErRzNBtYvGLBgqPq3scZ1RshA5994Efj,2083333334
18EuHATLePy1QfSs3foMizLjsFBYjiMV4C,112847041671
18FJ3tCCciUPF2aBJrC4Ftoy3uzdgyChe4,694444445
18FnRQbDUtVtRGf9QmH66bW9kr1cNxA67S,205833333337
18Ft9y15dkNBvdyhy6EDdGFaymqEMA2wZR,1024711806
18GGD1NkdBGHRQdqWYaBwU6xd8ersJRHoR,0
18GzgLb3M5FmWe1wu3nWzj2LLrpoSNbfBV,416666667
18H1UgfTFb7147SkmDXfmqARxA5MADNzRx,41683334
18HZPBvGVkjaL6YuKC1zxtnMtjXUbUX2tM,1038805556
18J3dehuMc7uTP5ngYx1JVqzn8xXHPazZd,1036215278
18J9LT4grMzYTxfRywT6ViUzfYHcdxg8sU,1434500000
18Jg7aXFnZDUAFL3PuWYsj2imXdCX1tsZa,18297223
18Jve7jvMhnrXfaXyRDxBrD2pqCsf3tEkX,472223
18JzYedWu4zZQNrwYV6nNkcCiBXCWn84ou,1138888889
18K3dJTC3Rp6Gkh8eFvGsANoDTDtnRNGyZ,211765278
18K9o4TivnwZafkmJc5Xpz3aq6aoDTQzYA,16954167
18KJ6Co6VjgbGSbqnP1W2gyzoRsTbTZMRz,138888889
18KkxEBBrdGuVxqxfa16K1Es2MvYEJVzsu,22332916671
18LU5Jy71PmaCuYvxfxwist6zqzNiPuLru,695401389
18Ld8KeSdWq1kjMT39SYDwm1rzwyTRwPPm,69444445
18Le2iwjWkn5jr3q9a6rpXWNCYWkemCvsh,1041838889
18LoQgfXSk9NMsFJiXExjpSNgfCvWTrMKe,20904167
18LvFiob1qbdeDx9QxCsrUbGeV2RDMapPq,282472223
18M2fkrkhXGzxJbC34BBBjf6xSpvMoHqS9,67617333337
18M9M136rrrZiWMD6c4XLWHUdFhoJev8UC,138888889
18MYy3BZUJW4Nm75vzWpMQRNMTV6Fp7yZu,451388708337
18MrPcSmajbPhzB35E5HwyD1fmbHwZ9CLV,694444445
18N34v9J4aAeE3zZjLS9iSpWt4Q3z6kgPW,597222223
18NRbkVHD4nxfaLy9m1pbfVMPtmfM4JYHb,13541666671
18NXhApoCoL9M6awR3A13fCSjNcbp7SMru,112847041671
18NZC5oeDX8gwpxMSAJbKVPzzQBVCBCaXi,0
18NnikSBkbjxY5b36CRf1HjmFLmQsb5ip,113587500
18PA4Bf8JakxNupXMY8jvupQurJ7Rggbfd,22569625000
18PBWMeT4y89maXw9oTGfPqdWzn5E4BZKq,1041680556
18PedPRoyfpyMYmmdvjTQgcWFUP5CA32pR,13536250000
18PnWDZt6mrxoqHRvp7B7WGqkGD63WFCgu,69444445
18Pqu1FLmvixLyEFeKuvE6fxKzZJTcgYaA,34237500
18PzTir1KKrfyPMLpB5ekTSi2xk6duNa3H,69444445
18Q4jPwksjZS4kvknSKt6YdEt1Cf8XcAwv,1024625000
18Q6yU2K3DdLvPjcrLLhopiKgvjGV8pHd5,872887166671
18Q9aQQRoyNMtKpZpFjTdibeJ4PtZfrXkR,14044445
18QN68XczDJHAWjdx6G4XEBLMtBC45Kbrn,347195834
18QSBtYdH25Li1MqfoPcwc5YKWrHkqBDA7,0
18QhMoyWYVSN73UZNkMaQe9iZMUmmc6HH,22569625000
18RCs3Z11ybqMPfMMAa9ZsYUj8rrg6mBjo,1230
18REhczLaEG167FwZj2Mon78Mr34pRmBNh,41666667
18RJ8vuWfMKeUyUTLpTyEug6uByGnP8UfZ,22569625000
18RSGVLet9DaaQJXNTpVcvzdMhd7b7c4Ej,1041666667
18RXeCUGfNLAwf71gwbwuFJUDKrhVYzuKB,14197223
18RzfYvPUQzZTzPSm5HLPYM91baM8RqNVJ,0
18SVgnXpxoBJR3LAf94RiQiL8f3tRDqBj6,137269445
18Sh9EkApWwjex7Zw6qu711vsR3hw5AUry,49094500000
18SjjmbdMdmUmYtLKBNBdBrGg98jJrgR2t,13888889
18Sus73ZcJFKQnuzQvF9Uh3mxeMd27j92v,189363889
18T7HidASyQhaFMyBd3ycLLwqwSokYNC4z,93756945
18T8XX62Y4Zwgi1NdbzQwUeXPTMrb8yqfM,177772291671
18TGCd9SPRewArM6ZawNTR7SGCHjgfQZzs,1019958334
18TiPfKRNUqHVLJBpGkRSKayM8Ere3B81C,0
18TyQbCG4DGoTasgfMDJAh3L8U9q39Bg9r,76348612
18U78ouKaS5apy2DBC1Enzuqe6MgF6zmkG,22569625000
18U7YzZGqCDDeJ5ymv53FjuSs5FdboMknL,68125000
18UjJ6TUr5HcRrLJxWUNKBVoomPcigoy9k,172736112
18Uka7yh7qBLRpfG11j7sgMS5iQAnfSpvU,13884723
18UpXYTSFmRFDQeeZPSQ3GRk96PEh4FvVn,0
18VFiGaJ3cWEx1YYXDSk88M1y73QxDc8hF,103865278
18VgjH4CSvBFP7mjrcG1391ZJBz4c7NHL7,224232125000
18VmeQYcRbudMvHwZ3mGpgGztFnGNEYNLx,40750000
